Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/09/28 03:45:00 PM,2018/09/28,15:45,2018,Friday,2018/09/28 03:50:00 PM,71986506244,719865,180736311,182712481,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STEINER ST \ HAYES ST,26041000,Northern,Hayes Valley,5,37.77562608768549,-122.43282972923807,"(37.77562608768549, -122.43282972923807)"
2018/09/28 07:30:00 PM,2018/09/28,19:30,2018,Friday,2018/09/28 07:34:00 PM,71986606363,719866,180736929,182713512,II,Initial,,06363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,CHESTNUT ST \ PIERCE ST,26964000,Northern,Marina,2,37.80040342900427,-122.43950417286405,"(37.80040342900427, -122.43950417286405)"
2018/09/28 07:30:00 PM,2018/09/28,19:30,2018,Friday,2018/09/28 07:34:00 PM,71986627130,719866,180736929,182713512,II,Initial,,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,CHESTNUT ST \ PIERCE ST,26964000,Northern,Marina,2,37.80040342900427,-122.43950417286405,"(37.80040342900427, -122.43950417286405)"
2018/09/28 04:31:00 PM,2018/09/28,16:31,2018,Friday,2018/09/28 05:26:00 PM,71986703074,719867,180736628,182712888,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,GIRARD ST \ FELTON ST,20654000,Bayview,Portola,9,37.72977664956622,-122.40558918634481,"(37.72977664956622, -122.40558918634481)"
2018/09/28 07:10:00 PM,2018/09/28,19:10,2018,Friday,2018/09/28 09:28:00 PM,71986806244,719868,180737068,182713886,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STOCKTON ST \ GEARY ST,24901000,Central,Financial District/South Beach,3,37.7875680237141,-122.40658988465438,"(37.7875680237141, -122.40658988465438)"
2018/09/28 06:10:00 PM,2018/09/28,18:10,2018,Friday,2018/09/28 06:20:00 PM,71986904134,719869,180736703,182713151,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,18TH ST \ DOLORES ST,25684000,Mission,Mission,8,37.76142713261589,-122.42607650292528,"(37.76142713261589, -122.42607650292528)"
2018/09/28 08:30:00 AM,2018/09/28,08:30,2018,Friday,2018/09/28 08:50:00 PM,71987004134,719870,180737002,182713760,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,MASON ST \ BEACH ST,25485000,Central,North Beach,3,37.80748251193778,-122.41397500878728,"(37.80748251193778, -122.41397500878728)"
2018/09/23 01:00:00 PM,2018/09/23,13:00,2018,Sunday,2018/09/28 09:31:00 PM,71987106244,719871,180737080,182713892,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MINNA ST \ NEW MONTGOMERY ST,24599000,Southern,Financial District/South Beach,6,37.78701078672742,-122.39997496307357,"(37.78701078672742, -122.39997496307357)"
2018/09/25 09:30:00 PM,2018/09/25,21:30,2018,Tuesday,2018/09/28 08:03:00 PM,71987202104,719872,180736979,182713525,II,Initial,,02104,Rape,Rape - Attempted,"Rape, Assault To, W/ Force",Open or Active,HAIGHT ST \ SHRADER ST,26430000,Park,Haight Ashbury,5,37.769378662723035,-122.4518657283479,"(37.769378662723035, -122.4518657283479)"
2018/09/27 10:00:00 AM,2018/09/27,10:00,2018,Thursday,2018/09/28 05:33:00 PM,71987305041,719873,180736640,182712922,II,Initial,,05041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Open or Active,24TH ST \ FAIR OAKS ST,25605000,Mission,Mission,8,37.751911293506055,-122.42398839864852,"(37.751911293506055, -122.42398839864852)"
2018/09/28 03:00:00 PM,2018/09/28,15:00,2018,Friday,2018/09/28 09:43:00 PM,71987474010,719874,180737115,182713923,II,Initial,,74010,Missing Person,Missing Juvenile,Missing Juvenile,Open or Active,CHURCH ST \ 18TH ST,25712000,Mission,Castro/Upper Market,8,37.7612895722579,-122.4283540660218,"(37.7612895722579, -122.4283540660218)"
2018/09/28 03:00:00 PM,2018/09/28,15:00,2018,Friday,2018/09/28 09:35:00 PM,71987510120,719875,180737096,182713903,II,Initial,,10120,Fraud,Fraud,"Theft, False Pretenses, Misd.",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Tenderloin,South of Market,6,37.78574398866823,-122.4058310124795,"(37.78574398866823, -122.4058310124795)"
2018/09/28 12:00:00 PM,2018/09/28,12:00,2018,Friday,2018/09/28 08:58:00 PM,71987605041,719876,180737121,182713792,II,Initial,,05041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Open or Active,SHAFTER AVE \ LANE ST,20501000,Bayview,Bayview Hunters Point,10,37.73103714598506,-122.3907270848595,"(37.73103714598506, -122.3907270848595)"
2018/09/28 06:55:00 PM,2018/09/28,18:55,2018,Friday,2018/09/28 07:03:00 PM,71987703474,719877,180736844,182713360,II,Initial,,03474,Robbery,Robbery - Other,"Robbery, Att., W/ Force",Open or Active,FELTON ST \ HOLYOKE ST,20901000,Bayview,Portola,9,37.72874525317477,-122.40953383048655,"(37.72874525317477, -122.40953383048655)"
2018/09/27 08:35:00 PM,2018/09/27,20:35,2018,Thursday,2018/09/28 05:15:00 PM,71988003014,719880,180736593,182712945,II,Initial,,03014,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Force",Open or Active,MISSION ST \ ROLPH ST,21485000,Ingleside,Outer Mission,11,37.715753444308774,-122.44155428540553,"(37.715753444308774, -122.44155428540553)"
2018/09/28 08:34:00 PM,2018/09/28,20:34,2018,Friday,2018/09/28 08:55:00 PM,71988106301,719881,180737046,182713782,II,Initial,,06301,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, <$50",Open or Active,FRANKLIN ST \ SACRAMENTO ST,26537000,Northern,Pacific Heights,2,37.79108130313807,-122.42416146296824,"(37.79108130313807, -122.42416146296824)"
2018/09/28 08:34:00 PM,2018/09/28,20:34,2018,Friday,2018/09/28 08:55:00 PM,71988128030,719881,180737046,182713782,II,Initial,,28030,Malicious Mischief,Vandalism,Damage To Mail Box,Open or Active,FRANKLIN ST \ SACRAMENTO ST,26537000,Northern,Pacific Heights,2,37.79108130313807,-122.42416146296824,"(37.79108130313807, -122.42416146296824)"
2018/09/28 06:40:00 PM,2018/09/28,18:40,2018,Friday,2018/09/28 06:50:00 PM,71988204014,719882,180736775,182713326,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,19TH AVE \ PACHECO ST,23205000,Taraval,Sunset/Parkside,4,37.75051227589593,-122.47616321529244,"(37.75051227589593, -122.47616321529244)"
2018/09/28 08:30:00 PM,2018/09/28,20:30,2018,Friday,2018/09/28 08:51:00 PM,71988327195,719883,180737030,182713739,II,Initial,,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,ROSELYN TER \ GOLDEN GATE AVE,26456000,Park,Lone Mountain/USF,1,37.777318748226314,-122.44957082723599,"(37.777318748226314, -122.44957082723599)"
2018/09/28 06:33:00 PM,2018/09/28,18:33,2018,Friday,2018/09/28 09:43:00 PM,71988474010,719884,180737165,182713261,II,Initial,,74010,Missing Person,Missing Juvenile,Missing Juvenile,Open or Active,REGENT ST \ CAYUGA AVE,22455000,Ingleside,Outer Mission,11,37.70921368697432,-122.45580719694898,"(37.70921368697432, -122.45580719694898)"
2018/09/28 03:10:00 PM,2018/09/28,15:10,2018,Friday,2018/09/28 08:34:00 PM,71988574010,719885,180736985,182713614,II,Initial,,74010,Missing Person,Missing Juvenile,Missing Juvenile,Open or Active,GIRARD ST \ MANSELL ST,20572000,Bayview,Portola,9,37.72127745117722,-122.40205647302719,"(37.72127745117722, -122.40205647302719)"
2018/09/28 06:05:00 PM,2018/09/28,18:05,2018,Friday,2018/09/28 06:27:00 PM,71988664070,719886,180736753,182713234,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,MERLIN ST \ HARRISON ST,23931000,Southern,South of Market,6,37.778604289452616,-122.40238482677081,"(37.778604289452616, -122.40238482677081)"
2018/09/28 08:30:00 PM,2018/09/28,20:30,2018,Friday,2018/09/28 10:23:00 PM,71988706244,719887,180737206,182714063,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HYDE ST \ OFARRELL ST,25145000,Tenderloin,Tenderloin,6,37.78537597388642,-122.41625970692009,"(37.78537597388642, -122.41625970692009)"
2018/09/28 04:07:00 PM,2018/09/28,16:07,2018,Friday,2018/09/28 04:26:00 PM,71988804014,719888,180736430,182712646,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,MENDELL ST \ CARGO WAY,33105000,Central,Bayview Hunters Point,10,37.74388333564679,-122.38311822134833,"(37.74388333564679, -122.38311822134833)"
2018/09/28 03:50:00 PM,2018/09/28,15:50,2018,Friday,2018/09/28 05:01:00 PM,71988904012,719889,180736587,182712711,II,Initial,,04012,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",Open or Active,OTTAWA AVE \ ALEMANY BLVD,21522000,Ingleside,Outer Mission,11,37.71529779587629,-122.44583507821511,"(37.71529779587629, -122.44583507821511)"
2018/09/28 09:53:00 PM,2018/09/28,21:53,2018,Friday,2018/09/28 10:03:00 PM,71989006361,719890,180737187,182713955,II,Initial,,06361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Cite or Arrest Adult,TREAT AVE \ 17TH ST,24053000,Mission,Mission,9,37.76382320609948,-122.41358757032155,"(37.76382320609948, -122.41358757032155)"
2018/09/28 05:20:00 PM,2018/09/28,17:20,2018,Friday,2018/09/28 05:39:00 PM,71989104013,719891,180736634,182712956,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,OFARRELL ST \ JONES ST,24945000,Tenderloin,Tenderloin,6,37.78578958358186,-122.41296966814406,"(37.78578958358186, -122.41296966814406)"
2018/09/28 06:10:00 PM,2018/09/28,18:10,2018,Friday,2018/09/28 10:34:00 PM,71989206243,719892,180737228,182714116,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GREEN ST \ BATTERY ST,24810000,Central,Financial District/South Beach,3,37.80045855856186,-122.40142824690251,"(37.80045855856186, -122.40142824690251)"
2018/09/06 11:51:00 PM,2018/09/06,23:51,2018,Thursday,2018/09/28 05:30:00 PM,71989328150,719893,180675929,182494166,IS,Initial Supplement,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,LIEBIG ST \ DE LONG ST \ SAN JOSE AVE,22461000,Ingleside,Outer Mission,11,37.709539891678034,-122.45767030673143,"(37.709539891678034, -122.45767030673143)"
2018/09/28 07:30:00 PM,2018/09/28,19:30,2018,Friday,2018/09/28 09:13:00 PM,71989407021,719894,180737137,182713840,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,AVENUE N \ 04TH TI ST,34051000,Southern,Treasure Island,6,37.82357442446163,-122.36374276695297,"(37.82357442446163, -122.36374276695297)"
2018/09/28 09:53:00 PM,2018/09/28,21:53,2018,Friday,2018/09/28 10:00:00 PM,71989519090,719895,180737171,182713985,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,03RD ST \ KING ST,23799000,Southern,Mission Bay,6,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)"
2018/09/28 09:53:00 PM,2018/09/28,21:53,2018,Friday,2018/09/28 10:00:00 PM,71989527170,719895,180737171,182713985,II,Initial,,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Open or Active,03RD ST \ KING ST,23799000,Southern,Mission Bay,6,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)"
2018/09/28 03:00:00 PM,2018/09/28,15:00,2018,Friday,2018/09/28 07:15:00 PM,71989774000,719897,180736838,182713335,II,Initial,,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,SOUTH VAN NESS AVE \ ERIE ST,24344000,Mission,Mission,9,37.7691985467523,-122.4177829388001,"(37.7691985467523, -122.4177829388001)"
2018/09/28 03:42:00 PM,2018/09/28,15:42,2018,Friday,2018/09/28 03:56:00 PM,71989806364,719898,180736292,182712510,II,Initial,,06364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,MARKET ST \ POWELL ST,34016000,Tenderloin,Financial District/South Beach,3,37.784560141211806,-122.40733704162238,"(37.784560141211806, -122.40733704162238)"
2018/09/28 03:42:00 PM,2018/09/28,15:42,2018,Friday,2018/09/28 03:56:00 PM,71989862050,719898,180736292,182712510,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Open or Active,MARKET ST \ POWELL ST,34016000,Tenderloin,Financial District/South Beach,3,37.784560141211806,-122.40733704162238,"(37.784560141211806, -122.40733704162238)"
2018/09/28 10:17:00 PM,2018/09/28,22:17,2018,Friday,2018/09/28 10:17:00 PM,71989912015,719899,180737240,182714042,II,Initial,,12015,Weapons Offense,Weapons Offense,"Weapon, Carrying Concealed",Cite or Arrest Adult,19TH ST \ MISSION ST,24145000,Mission,Mission,9,37.7602353540718,-122.41920604493745,"(37.7602353540718, -122.41920604493745)"
2018/09/28 11:05:00 PM,2018/09/28,23:05,2018,Friday,2018/09/28 11:05:00 PM,71990007041,719900,180737290,182714226,VI,Vehicle Initial,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Cite or Arrest Adult,POLK ST \ WILLOW ST,25177000,Northern,Tenderloin,6,37.78356778488696,-122.41927343381671,"(37.78356778488696, -122.41927343381671)"
2018/09/24 08:30:00 AM,2018/09/24,08:30,2018,Monday,2018/09/28 05:37:00 PM,71990105071,719901,180736662,182712611,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,PACIFIC AVE \ BURGOYNE ST,25273000,Central,Russian Hill,3,37.79562571361739,-122.41700510898492,"(37.79562571361739, -122.41700510898492)"
2018/09/28 08:45:00 PM,2018/09/28,20:45,2018,Friday,2018/09/29 12:01:00 AM,71990206244,719902,180737331,182720001,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,WASHINGTON ST \ DRUMM ST,24571000,Central,Financial District/South Beach,3,37.796346859010335,-122.39695784020824,"(37.796346859010335, -122.39695784020824)"
2018/09/28 09:15:00 PM,2018/09/28,21:15,2018,Friday,2018/09/28 10:16:00 PM,71990374010,719903,180737193,182713917,II,Initial,,74010,Missing Person,Missing Juvenile,Missing Juvenile,Open or Active,SAWYER ST \ RAYMOND AVE,20395000,Ingleside,Visitacion Valley,10,37.71498664723435,-122.41360092770947,"(37.71498664723435, -122.41360092770947)"
2018/09/24 08:00:00 AM,2018/09/24,08:00,2018,Monday,2018/09/24 10:10:00 PM,71990407041,719904,180726497,182713470,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Unfounded,TERESITA BLVD \ PORTOLA DR,22437000,Ingleside,West of Twin Peaks,7,37.745173811149314,-122.45226885712407,"(37.745173811149314, -122.45226885712407)"
2018/09/28 10:14:00 PM,2018/09/28,22:14,2018,Friday,2018/09/28 10:18:00 PM,71990761030,719907,180737234,182714050,II,Initial,,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,EDDY ST \ LEAVENWORTH ST,24935000,Tenderloin,Tenderloin,6,37.78372378203807,-122.41424157409635,"(37.78372378203807, -122.41424157409635)"
2018/09/28 11:00:00 PM,2018/09/28,23:00,2018,Friday,2018/09/28 11:24:00 PM,71990804013,719908,180737319,182714263,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,STEVENSON ST \ 07TH ST \ ODD FELLOWS WAY,24319000,Tenderloin,South of Market,6,37.780005867994824,-122.41193341005338,"(37.780005867994824, -122.41193341005338)"
2018/09/28 11:40:00 PM,2018/09/28,23:40,2018,Friday,2018/09/29 12:32:00 AM,71990906243,719909,180737375,182720031,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GEARY BLVD \ PRESIDIO AVE,26834000,Richmond,Lone Mountain/USF,2,37.782488031626265,-122.4458205129012,"(37.782488031626265, -122.4458205129012)"
2018/09/28 06:00:00 PM,2018/09/28,18:00,2018,Friday,2018/09/29 12:06:00 AM,71991006152,719910,180737347,182720021,II,Initial,,06152,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $50-$200 (other than Pickpocket)",Open or Active,FRANCISCO ST \ MONTGOMERY ST,24880000,Central,North Beach,3,37.80569594262971,-122.40535724201465,"(37.80569594262971, -122.40535724201465)"
2018/09/28 10:31:00 PM,2018/09/28,22:31,2018,Friday,2018/09/28 10:31:00 PM,71991107021,719911,180669706,182714105,IS,Initial Supplement,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Cite or Arrest Adult,POLK ST \ OLIVE ST,25180000,Northern,Tenderloin,6,37.78450084289595,-122.41945454389607,"(37.78450084289595, -122.41945454389607)"
2018/09/28 10:31:00 PM,2018/09/28,22:31,2018,Friday,2018/09/28 10:31:00 PM,71991116710,719911,180669706,182714105,IS,Initial Supplement,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,POLK ST \ OLIVE ST,25180000,Northern,Tenderloin,6,37.78450084289595,-122.41945454389607,"(37.78450084289595, -122.41945454389607)"
2018/09/28 10:31:00 PM,2018/09/28,22:31,2018,Friday,2018/09/28 10:31:00 PM,71991126170,719911,180669706,182714105,IS,Initial Supplement,,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,POLK ST \ OLIVE ST,25180000,Northern,Tenderloin,6,37.78450084289595,-122.41945454389607,"(37.78450084289595, -122.41945454389607)"
2018/09/28 09:09:00 PM,2018/09/28,21:09,2018,Friday,2018/09/28 09:12:00 PM,71991216710,719912,180737052,182713828,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,PRECITA AVE \ HARRISON ST,21168000,Ingleside,Bernal Heights,9,37.7468814613445,-122.4116098208265,"(37.7468814613445, -122.4116098208265)"
2018/09/28 11:40:00 AM,2018/09/28,11:40,2018,Friday,2018/09/29 12:13:00 AM,71991304014,719913,180737369,182720029,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,TAYLOR ST \ JEFFERSON ST,25594000,Central,North Beach,3,37.80821405292514,-122.41580242607432,"(37.80821405292514, -122.41580242607432)"
2018/09/28 11:20:00 PM,2018/09/28,23:20,2018,Friday,2018/09/28 11:24:00 PM,71991403074,719914,180737303,182714279,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,TURK ST \ TAYLOR ST,24924000,Tenderloin,Tenderloin,6,37.78321431177312,-122.41076482950653,"(37.78321431177312, -122.41076482950653)"
2018/09/28 08:10:00 AM,2018/09/28,08:10,2018,Friday,2018/09/28 08:04:00 PM,71991705041,719917,180737400,182713607,II,Initial,,05041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Open or Active,OTSEGO AVE \ SANTA YNEZ AVE,22073000,Ingleside,Outer Mission,11,37.724681408184765,-122.44031650296719,"(37.724681408184765, -122.44031650296719)"
2018/09/28 10:38:00 PM,2018/09/28,22:38,2018,Friday,2018/09/28 10:48:00 PM,71991965010,719919,180737262,182714133,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,ATHENS ST \ AVALON AVE,21638000,Ingleside,Excelsior,11,37.72476011961939,-122.42609284621007,"(37.72476011961939, -122.42609284621007)"
2018/09/28 10:38:00 PM,2018/09/28,22:38,2018,Friday,2018/09/28 10:48:00 PM,71991965015,719919,180737262,182714133,II,Initial,,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,ATHENS ST \ AVALON AVE,21638000,Ingleside,Excelsior,11,37.72476011961939,-122.42609284621007,"(37.72476011961939, -122.42609284621007)"
2018/09/28 10:38:00 PM,2018/09/28,22:38,2018,Friday,2018/09/28 10:48:00 PM,71991965050,719919,180737262,182714133,II,Initial,,65050,Other Miscellaneous,Other,Driving While Under The Influence Of Alcohol,Cite or Arrest Adult,ATHENS ST \ AVALON AVE,21638000,Ingleside,Excelsior,11,37.72476011961939,-122.42609284621007,"(37.72476011961939, -122.42609284621007)"
2018/09/27 09:23:00 PM,2018/09/27,21:23,2018,Thursday,2018/09/27 09:23:00 PM,71992015500,719920,180734763,182703869,II,Initial,,15500,Offences Against The Family And Children,Other,Juvenile Involved (secondary code),Open or Active,28TH AVE \ VICENTE ST,23250000,Taraval,Sunset/Parkside,4,37.738899869536326,-122.48507449528636,"(37.738899869536326, -122.48507449528636)"
2018/09/27 09:23:00 PM,2018/09/27,21:23,2018,Thursday,2018/09/27 09:23:00 PM,71992051040,719920,180734763,182703869,II,Initial,,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,28TH AVE \ VICENTE ST,23250000,Taraval,Sunset/Parkside,4,37.738899869536326,-122.48507449528636,"(37.738899869536326, -122.48507449528636)"
2018/09/29 01:48:00 AM,2018/09/29,01:48,2018,Saturday,2018/09/29 01:59:00 AM,71992104134,719921,180737488,182720238,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,CASTRO ST \ DUBOCE AVE,26005000,Park,Haight Ashbury,8,37.76905845294093,-122.43579421432649,"(37.76905845294093, -122.43579421432649)"
